CO_NCM,NO_NCM_POR,CO_ISIC_SECAO,NO_ISIC_SECAO,CO_CUCI_GRUPO,NO_CUCI_GRUPO
85299050,"Outras partes para módulos de visualização de tela (ecrã) plana, mesmo que incorporem telas sensíveis ao toque (ecrãs tácteis)",C,Indústria de Transformação,764,"Equipamentos de telecomunicações, incluindo peças e acessórios"
85299090,Outras partes para aparelhos de radiotelecomando/câmeras de TV/vídeo,C,Indústria de Transformação,764,"Equipamentos de telecomunicações, incluindo peças e acessórios"
85301010,Aparelhos eletrônicos digitais para controle de tráfego de vias férreas,C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85301090,"Outros aparelhos elétricos de sinalização, etc, para vias férreas",C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85308010,Aparelhos eletrônicos digitais para controle de tráfego de automotores,C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85308090,"Outros aparelhos elétricos de sinalização, etc, para vias terrestres, etc",C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85309000,"Partes de aparelhos elétricos de sinalização, etc, para vias férreas, etc",C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85311010,Alarmes contra incêndio ou sobreaquecimento,C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85311090,"Outros aparelhos elétricos de alarme, para proteção contra roubo",C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85312000,Painéis indicadores com dispositivos de cristais líquidos (LCD) ou de diodos emissores de luz (LED),C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85318000,Outros aparelhos elétricos de sinalização acústica/visual,C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85319000,Partes de aparelhos elétricos de sinalização acústica ou visual,C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85321000,"Condensadores fixos concebidos para linhas elétricas de 50/60 Hz e capazes de absorver uma potência reativa igual ou superior a 0,5 kvar (condensadores de potência)",C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85322110,"Condensador fixo elétrico de tântalo, para montagem em superfície",C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85322111,"Condensador fixo elétrico, de tântalo, próprios para montagem em superfície (SMD - Surface Mounted Device), com tensão de isolação inferior ou igual a 125 V",C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85322119,"Outros condensadores fixos elétricos, de tântalo, próprios para montagem em superfície (SMD - Surface Mounted Device)",C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85322120,"Outros condensadores fixos eletrolítico, de tântalo, próprios para montagem por inserção (PHP - Pin Through Hole)",C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85322190,"Outros condensadores fixos eletrolítico, de tântalo",C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85322200,"Condensador fixo eletrolítico, de alumínio",C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85322310,"Condensadores fixos com dielétrico de cerâmica, de uma só camada, próprios para montagem em superfície (SMD - Surface Mounted Device)",C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85322390,"Outros condensadores fixos com dielétrico de cerâmica, de uma só camada",C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85322410,"Outros condensadores fixos, com dielétrico de cerâmica, de camadas múltiplas, próprios para montagem em superfície (SMD - Surface Mounted Device)",C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85322420,Outros condensadores fixos próprios para montagem por inserção (PHP - Pin Through Hole),C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85322490,"Outros condensadores fixos, com dielétrico de cerâmica, de camadas múltiplas",C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85322510,"Condensadores fixos com dielétrico de papel ou de plásticos, próprios para montagem em superfície (SMD - Surface Mounted Device)",C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85322590,Outros condensadores fixos com dielétrico de papel ou de plásticos,C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85322910,Outros condensadores fixos elétricos para montagem em superfície,C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85322990,Outros condensadores fixos elétricos,C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85323010,"Condensadores variáveis ou ajustáveis, próprios para montagem em superfície (SMD - Surface Mounted Device), elétricos",C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85323090,"Outros condensadores variáveis ou ajustáveis, elétricos",C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85329000,"Partes de condensadores elétricos fixos, variáveis ou ajustáveis",C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85331000,"Resistências elétricas fixas de carbono, aglomeradas ou de camada",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85332110,"Resistências elétricas fixas, para potência não superior a 20 W, de fio",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85332120,"Resistências elétricas fixas, para potência não superior a 20 W, para montagem em superfície",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85332190,"Outras resistências elétricas fixas, para potência não superior a 20 W",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85332900,Outras resistências elétricas fixas,C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85333110,Potenciômetros para potência não superior a 20 W,C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85333190,Outras resistências elétricas variáveis bobinadas para potência não superior a 20 W,C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85333910,Outros potenciômetros,C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85333990,Outras resistências elétricas variáveis bobinadas,C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85334011,Termistores,C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85334012,Varistores para uma tensão inferior ou igual a 1.000 V,C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85334013,Outros varistores,C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85334019,"Outras resistências elétricas variáveis, não lineares semicondutoras",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85334091,"Potenciômetro de carvão, do tipo dos utilizados para determinar o ângulo de abertura da borboleta, em sistemas de injeção de combustível controlados eletronicamente",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85334092,Outros potenciômetros de carvão,C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85334099,Outras resistências elétricas variaveis,C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85339000,Partes de resistências elétricas,C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85340000,Circuito impresso,C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85340011,"Circuitos impressos, simples face, rígidos, com isolante de resina fenólica e papel celulósico",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85340012,"Circuitos impressos, simples face, rígidos, com isolante de resina epóxida e papel celulósico",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85340013,"Circuitos impressos, simples face, rígidos, com isolante de resina epóxida e tecido de fibra de vidro",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85340019,"Outros circuitos impressos, simples face, rígidos",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85340020,"Circuitos impressos, simples face, flexíveis",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85340031,"Circuitos impressos, dupla face, rígidos, com isolante de resina fenólica e papel celulósico",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85340032,"Circuitos impressos, dupla face, rígidos, com isolante de resina epóxida e papel celulósico",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85340033,"Circuitos impressos, dupla face, rígidos, com isolante de resina epóxida e tecido de fibra de vidro",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85340039,"Outros circuitos impressos, dupla face, rígidos",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85340040,"Circuitos impressos, dupla face, flexíveis",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85340051,"Circuitos impressos multicamadas, com isolante de resina epóxida e tecido de fibra de vidro",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85340059,Outros circuitos impressos multicamadas,C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85351000,"Fusíveis e corta-circuitos de fusíveis, para uma tensão superior a 1.000 V",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85352100,"Disjuntores, para uma tensão inferior a 72,5 kV",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85352900,"Outros disjuntores para tensão igual ou superior a 72,5 kv",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85353011,"Seccionadores/interruptores tensão > 1 kv, corrente <= 1600 a, não automático",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85353012,"Seccionadores/interruptores tensão > 1 kv, corrente <= 1600 a, automático",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85353013,"Interruptores a vácuo, sem dispositivo de acionamento (ampolas a vácuo), para corrente nominal inferior ou igual a 1.600 A",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85353017,"Outros interruptores com dispositivo de acionamento não automático, para corrente nominal inferior ou igual a 1.600 A",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85353018,"Outros interruptores, com dispositivo de acionamento automático, exceto os de contatos imersos em meio líquido",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85353019,"Outros seccionadores/interruptores, para uma tensão superior a 1.000 V, para corrente nominal inferior ou igual a 1.600 A",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85353021,"Seccionadores/interruptores tensão > 1 kv, corrente > 1600 a, não automático",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85353022,"Seccionadores/interruptores tensão > 1 kv, corrente > 1600 a, automático",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85353023,"Interruptores a vácuo, sem dispositivo de acionamento (ampolas a vácuo), para corrente nominal superior a 1.600 A",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85353027,"Outros interruptores com dispositivo de acionamento não automático, para corrente nominal superior a 1.600 A",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85353028,"Outros interruptores, com dispositivo de acionamento automático, exceto os de contatos imersos em meio líquido,  para corrente nominal superior a 1.600 A",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85353029,"Outros seccionadores/interruptores, para tensão > 1 Kv e corrente > 1600 A",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85354010,"Pára-raios para proteção de linhas de transmissão de eletricidade, para uma tensão superior a 1.000 V",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85354090,"Limitadores de tensão e supressores de picos de tensão (supressores de sobretensões), para uma tensão superior a 1.000 V",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85359000,"Outros aparelhos para interrupção, etc, de circuitos elétricos, para uma tensão superior a 1.000 V",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85359010,"Comutadores com ampolas a vácuo, sem interrupção de circulação de corrente durante a comutação, para uma corrente nominal igual ou superior a 100 A",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85359090,"Outros aparelhos para interrupção, etc, de circuitos elétricos, para uma tensão superior a 1.000 V",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85361000,"Fusíveis e corta-circuitos de fusíveis, para uma tensão não superior a 1.000 V",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85362000,"Disjuntores, para uma tensão não superior a 1.000 V",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85363000,"Outros aparelhos para proteção de circuitos elétricos, para uma tensão não superior a 1.000 V",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85363010,"Centelhador a gás, para uma tensão não superior a 1.000 V",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85363090,"Outros aparelhos para proteção de circuitos elétricos, para uma tensão não superior a 1.000 V",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85364100,Relés para uma tensão não superior a 60 V,C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85364900,"Outros reles, para tensão maior que 60 Volts, mas menor que 1.000 Volts",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85365010,"Unidade chaveadora de conversor de subida e descida para sistema de telecomunicações via satélite, para uma tensão não superior a 1.000 V",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85365020,"Unidade chaveadora de amplificador de alta potência (HPA) para sistema de telecomunicações via satélite, para uma tensão não superior a 1.000 V",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85365030,"Comutadores codificadores digitais, próprios para montagem em circuitos impressos",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85365090,"Outros interruptores, etc, de circuitos elétricos, para uma tensão não superior a 1.000 V",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85366100,"Suportes para lâmpadas, para uma tensão não superior a 1.000 V",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85366910,"Tomada polarizada e tomada blindada, para uma tensão não superior a 1.000 V",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85366990,"Outras tomadas de corrente, para uma tensão não superior a 1.000 V",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85367000,"Conectores para fibras ópticas, feixes ou cabos de fibras ópticas",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85369010,"Conectores para cabos planos constituídos por condutores paralelos isolados individualmente, para uma tensão não superior a 1.000 V",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85369020,"Tomadas de contato deslizante em condutores aéreos, para uma tensão não superior a 1.000 V",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85369030,"Soquetes para microestruturas eletrônicas, para uma tensão não superior a 1.000 V",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85369040,"Conectores para circuito impresso, para uma tensão não superior a 1.000 V",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85369050,"Terminais de conexão para capacitores, mesmo montados em suporte isolante, para uma tensão não superior a 1.000 V",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85369060,"Conector de corrente elétrica para acoplamento através da carcaça, do tipo utilizado em motocompressores herméticos de refrigeração ",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85369090,"Outros aparelhos para interrupção, etc, para circuitos elétricos, para uma tensão não superior a 1.000 V",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85371011,"Comando numérico computadorizado (CNC),com processador e barramento >= 32 bits,incorporando recursos gráficos e execução de macros,resolução <= 1 micrômetro e capacidade de conexão digital para servo-acionamento, com monitor policromático,tensão < 1.000 V",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85371019,"Outros quadros, painéis, etc, comando numérico computadorizado (CNC), para uma tensão não superior a 1.000 V",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85371020,"Controladores programáveis, para uma tensão não superior a 1.000 V",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85371030,"Controladores de demanda de energia elétrica, para uma tensão não superior a 1.000 V",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85371090,"Outros quadros, etc, com aparelhos interruptores circuito elétrico, para uma tensão não superior a 1.000 V",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85372000,"Quadros, etc, com aparelhos interruptores de circuito elétrico, tensão > 1 kv",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85372010,"Subestações isoladas a gás (GIS - Gas-Insulated Switchgear ou HIS - Highly Integrated Switchgear), para uma tensão superior a 52 kV",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85372090,"Outros quadros, painéis, etc, com aparelho interruptor de circuito elétrico, para uma tensão superior a 1.000 V",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85381000,"Quadros, painéis, consoles, cabinas, armários e outros suportes, da posição 85.37, desprovidos dos seus aparelhos",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85389010,"Circuitos impressos com componentes elétricos ou eletrônicos, montados, para aparelhos interruptores de circuito elétrico",C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85389020,Outras partes para aparelhos de interrupção/proteção de circuito elétrico,C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85389090,Outras partes para aparelhos de interrupção de circuito elétrico,C,Indústria de Transformação,772,"Aparelhos elétricos para ligação, proteção ou conexão de circuitos"
85391010,"Artigos denominados ""faróis e projetores, em unidades seladas"", para uma tensão inferior ou igual a 15 V",C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85391090,"Outros artigos denominados ""faróis e projetores, em unidades seladas""",C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85392110,"Outras lâmpadas e tubos de incandescência, exceto de raios ultravioleta ou infravermelhos, halógenos, de tungstênio, para uma tensão inferior ou igual a 15 V",C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85392190,"Outras lâmpadas/tubos incandescentes halogenos, de tungstênio",C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85392200,"Outras lâmpadas/tubos incandescentes, de potência não superior a 200 W e uma tensão superior a 100 V",C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85392910,"Outras lâmpadas/tubos incandescentes, para uma tensão inferior ou igual a 15 V",C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85392990,Outras lâmpadas/tubos incandescentes,C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85393100,"Lâmpadas/tubos descarga, fluorescente, de catodo quente",C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85393111,"Lâmpadas, com reator eletrônico incorporado e base rosca E 14, E 27 ou E 40 que contenham mais de 5 mg de mercúrio por cada invólucro (tubo)",C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85393119,"Outras lâmpadas/tubos descarga, fluorescente, de catodo quente",C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85393120,Outras lâmpadas,C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85393131,Tubos com fósforo tribanda e que contenham mais de 5 mg de mercúrio,C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85393132,Tubos com fósforo em halofosfato e que contenham mais de 10 mg de mercúrio,C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85393139,Outros tubos,C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85393200,Lâmpadas de vapor de mercúrio/sódio ou halogeneto metal,C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85393210,Lâmpadas de vapor de mercúrio,C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85393220,Lâmpadas de vapor de sódio,C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85393230,Lâmpadas de halogeneto metálico,C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85393900,Outras lâmpadas/tubos de descarga,C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85393911,"Tubos fluorescentes de cátodo frio ou de eletrodo externo, para telas eletrônicas, de comprimento não superior a 500 mm e que contenham mais de 3,5 mg de mercúrio",C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85393912,"Tubos fluorescentes de cátodo frio ou de eletrodo externo, para telas eletrônicas, de comprimento superior a 500 mm, mas não superior a 1.500 mm e que contenham mais de 5 mg de mercúrio",C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85393913,"Tubos fluorescentes de cátodo frio ou de eletrodo externo, para telas eletrônicas, de comprimento superior a 1.500 mm e que contenham mais de 13 mg de mercúrio",C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85393919,"Outros tubos fluorescentes de cátodo frio ou de eletrodo externo, para telas eletrônicas",C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85393990,Outras lâmpadas/tubos de descarga,C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85394100,Lâmpadas de arco,C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85394110,"Lâmpadas de arco, de potência superior ou igual a 1.000 W",C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85394190,Outras lâmpadas de arco,C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85394900,Lâmpadas/tubos de raios ultravioleta ou infravermelhos,C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85395000,Lâmpadas e tubos de diodos emissores de luz (LED),C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85395100,Módulos de diodos emissores de luz (LED),C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85395200,Lâmpadas e tubos de diodos emissores de luz (LED),C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85399010,"Eletrodos para lâmpadas/tubos elétricos, de incandescência, etc.",C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85399020,"Bases para lâmpadas/tubos elétricos, de incandescência, etc.",C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85399090,"Outras partes para lâmpadas/tubos elétricos incandescência, etc",C,Indústria de Transformação,778,Máquinas e aparelhos elétricos
85401100,"Tubos catódicos para receptores de televisão, incluindo os tubos para monitores de vídeos, a cores (policromo)",C,Indústria de Transformação,776,"Válvulas e tubos termiônicas, de cátodo frio ou foto-cátodo, diodos, transistores"
85401200,"Tubos catódicos para receptores de televisão, incluindo os tubos para monitores de vídeos, a preto e branco ou outros monocromos",C,Indústria de Transformação,776,"Válvulas e tubos termiônicas, de cátodo frio ou foto-cátodo, diodos, transistores"
85402011,"Tubos para câmeras de televisão, em preto e branco ou outros monocromos",C,Indústria de Transformação,776,"Válvulas e tubos termiônicas, de cátodo frio ou foto-cátodo, diodos, transistores"
85402019,Outros tubos para câmeras de televisão,C,Indústria de Transformação,776,"Válvulas e tubos termiônicas, de cátodo frio ou foto-cátodo, diodos, transistores"
85402020,"Tubos conversores ou intensificadores de imagens, de raios X",C,Indústria de Transformação,776,"Válvulas e tubos termiônicas, de cátodo frio ou foto-cátodo, diodos, transistores"
85402090,"Outros tubos conversores ou intensificadores de imagens, etc.",C,Indústria de Transformação,776,"Válvulas e tubos termiônicas, de cátodo frio ou foto-cátodo, diodos, transistores"
85404000,"Tubos de visualização de dados gráficos, em monocromos; tubos de visualização de dados gráficos, a cores (policromo), com uma tela fosfórica de espaçamento entre os pontos inferior a 0,4 mm",C,Indústria de Transformação,776,"Válvulas e tubos termiônicas, de cátodo frio ou foto-cátodo, diodos, transistores"
85405010,"Tubo de visualização de dado gráfico preto/branco, tela < 33, 56cm(14"")",C,Indústria de Transformação,776,"Válvulas e tubos termiônicas, de cátodo frio ou foto-cátodo, diodos, transistores"
85405020,"Tubo de visualização de dado gráfico preto/branco, tela >= 33, 56cm(14"")",C,Indústria de Transformação,776,"Válvulas e tubos termiônicas, de cátodo frio ou foto-cátodo, diodos, transistores"
85406010,"Tubos de visualização de dados gráficos, em cores, com uma tela de espaçamento entre os pontos superior ou igual a 0,4 mm",C,Indústria de Transformação,776,"Válvulas e tubos termiônicas, de cátodo frio ou foto-cátodo, diodos, transistores"
85406090,Outros tubos catódicos,C,Indústria de Transformação,776,"Válvulas e tubos termiônicas, de cátodo frio ou foto-cátodo, diodos, transistores"
85407100,"Tubos para microondas, magnétrons",C,Indústria de Transformação,776,"Válvulas e tubos termiônicas, de cátodo frio ou foto-cátodo, diodos, transistores"
85407200,"Tubos para microondas, clistrons",C,Indústria de Transformação,776,"Válvulas e tubos termiônicas, de cátodo frio ou foto-cátodo, diodos, transistores"
85407900,Outros tubos para microondas,C,Indústria de Transformação,776,"Válvulas e tubos termiônicas, de cátodo frio ou foto-cátodo, diodos, transistores"
85408100,Tubos de recepção ou de amplificação,C,Indústria de Transformação,776,"Válvulas e tubos termiônicas, de cátodo frio ou foto-cátodo, diodos, transistores"
85408910,Válvulas de potência para transmissores,C,Indústria de Transformação,776,"Válvulas e tubos termiônicas, de cátodo frio ou foto-cátodo, diodos, transistores"
85408990,"Outras lâmpadas, tubos e válvulas, eletrônicos, etc.",C,Indústria de Transformação,776,"Válvulas e tubos termiônicas, de cátodo frio ou foto-cátodo, diodos, transistores"
85409110,"Bobinas de deflexão (yokes), para tubos catódicos",C,Indústria de Transformação,776,"Válvulas e tubos termiônicas, de cátodo frio ou foto-cátodo, diodos, transistores"
85409120,Núcleos de pó ferromagnético para bobinas de deflexão (yokes),C,Indústria de Transformação,776,"Válvulas e tubos termiônicas, de cátodo frio ou foto-cátodo, diodos, transistores"
85409130,Canhões eletrônicos para tubos catódicos,C,Indústria de Transformação,776,"Válvulas e tubos termiônicas, de cátodo frio ou foto-cátodo, diodos, transistores"
85409140,"Painel de vidro, máscara de sombra e blindagem interna, reunidos, para tubos tricromáticos",C,Indústria de Transformação,776,"Válvulas e tubos termiônicas, de cátodo frio ou foto-cátodo, diodos, transistores"
85409190,Outras partes para tubos catódicos,C,Indústria de Transformação,776,"Válvulas e tubos termiônicas, de cátodo frio ou foto-cátodo, diodos, transistores"
85409900,"Partes para lâmpadas, outros tubos e válvulas, eletrônicos, etc.",C,Indústria de Transformação,776,"Válvulas e tubos termiônicas, de cátodo frio ou foto-cátodo, diodos, transistores"
85411011,"Diodos não montados, zener",C,Indústria de Transformação,776,"Válvulas e tubos termiônicas, de cátodo frio ou foto-cátodo, diodos, transistores"
85411012,"Diodos não montados, de intensidade de corrente<=3a",C,Indústria de Transformação,776,"Válvulas e tubos termiônicas, de cátodo frio ou foto-cátodo, diodos, transistores"
85411019,Outros diodos não montados,C,Indústria de Transformação,776,"Válvulas e tubos termiônicas, de cátodo frio ou foto-cátodo, diodos, transistores"
